gid	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000
YIL111W	0.085993	0.0585475	0.0907232	0.0725256	0.1032977	0.086845	0.0816756	0.0810357	0.0949709	0.0648624	0.1067299	0.1166379	0.0775894	0.0632585	0.1072555	0.0949803	0.0911961	0.094882	0.0794814	0.0666768	0.0679312
YAL064CA	0.7903438	0.5530986	0.568217	0.5459886	0.5862005	0.6378293	0.5183242	0.5855455	0.5826289	0.5602274	0.5691571	0.8119795	0.7223681	0.7379261	0.6892686	0.7440983	0.7429916	0.7188756	0.768102	0.7922987	0.7689152
YMR260C	0.4730306	0.6485066	0.6812056	0.7645538	0.7448451	0.7475487	0.6564977	0.736197	0.6957041	0.6288555	0.6968843	0.5942516	0.4689332	0.424172	0.4400278	0.4107073	0.3857715	0.474611	0.4695397	0.4284126	0.4438903
YBL087C	0.8164032	0.7562676	0.8679654	0.7701622	0.7425437	0.745935	0.7779777	0.717914	0.7998283	0.7093136	0.748372	0.78894	0.7808468	0.8378632	0.8023275	0.7423435	0.8324383	0.8277267	0.7872325	0.7531449	0.8436221
YJR101W	0.7535215	0.8138687	0.7675893	0.7626518	0.8055806	0.7796176	0.8494845	0.8685868	0.837972	0.8520474	0.9005599	0.8389836	0.9280276	0.9594806	0.8780658	0.7787485	0.76699	0.7673466	0.8434027	0.9054715	0.793522
YBR007C	1.0118369	0.9254185	0.8942211	0.9041192	0.9295159	0.9040864	0.9684959	1.049076	0.9586216	0.957994	0.8848613	0.9491825	0.8565331	0.8762201	0.8915031	0.9191525	0.9239763	0.9416151	0.907831	0.8533088	0.9353951
YDL247W	0.9511728	0.8160265	0.8639074	0.7923183	0.7831645	0.8738839	0.9474903	0.9934773	0.827226	0.8849697	0.878816	0.8908126	0.9646144	0.8649923	0.8662966	0.8631804	0.9350739	0.9306097	0.8759832	0.8663321	0.8807283
YOR313C	1.0331048	0.9589763	1.0046253	0.9236092	1.0033296	1.0015085	1.0009237	0.9643475	0.976515	0.8988401	0.9964443	0.9327397	0.9896018	0.9763613	0.9930721	1.0368007	0.9773126	1.0150323	1.0322834	0.99117	0.9883947
YIL015CA	0.1640087	0.1069167	0.0695763	0.0479171	0.0723719	0.0850607	0.0693054	0.0654441	0.0648536	0.0640482	0.0698653	0.0641018	0.0664789	0.061214	0.1161973	0.0894528	0.115661	0.1106744	0.09688	0.0987811	0.0716566
YHR023W	0.5284433	0.5732698	0.6136518	0.6168705	0.5985743	0.5866453	0.6104814	0.5548377	0.5782958	0.6765555	0.688601	0.6175203	0.5521932	0.6670596	0.5844499	0.5670984	0.5353799	0.632498	0.5823912	0.5291436	0.6216428
YIL159W	0.0825171	0.0842551	0.1017917	0.1083627	0.0982821	0.0695706	0.0750811	0.0667111	0.0856438	0.0710256	0.0778245	0.0500513	0.065032	0.0748457	0.0547563	0.0646278	0.0671855	0.0718968	0.0719082	0.0715317	0.0673369
YBR202W	0.7426263	0.7108478	0.7515102	0.6903761	0.6856769	0.7241785	0.6870311	0.7246084	0.8271721	0.8717075	0.8526859	0.7835161	0.7208528	0.7620445	0.7952001	0.8415668	0.7575116	0.841871	0.7556991	0.7251847	0.7559681
YHR022C	0.2922261	0.4039635	0.2924955	0.3196448	0.2999077	0.3386617	0.3192923	0.2725286	0.334654	0.3463033	0.278937	0.3621913	0.3242116	0.3264256	0.2970068	0.3597896	0.3585669	0.3426984	0.2678232	0.2898326	0.3111494
YER033C	0.5671374	0.6596132	0.7051109	0.7686858	0.751475	0.81301	0.8144359	0.8034792	0.7536855	0.7656793	0.8061332	0.7893868	0.694551	0.6407637	0.5999395	0.6562485	0.6474155	0.6729918	0.6848744	0.6445203	0.6451654
YOL160W	0.5881413	0.1697844	0.0665127	0.0258783	0.0192118	0.026957	0.0198154	0.0169251	0.0126702	0.0182317	0.0229312	0.6184828	0.6998793	0.6254847	0.6921847	0.5735797	0.5379801	0.7303333	0.7470566	0.7154145	0.6200769
YLR390WA	0.022705	0.0352907	0.0450523	0.0451825	0.0366873	0.030704	0.0329921	0.0237589	0.038017	0.0309709	0.0493036	0.0296419	0.016725	0.0268531	0.0113661	0.0249676	0.0438655	0.0443988	0.0333143	0.0178898	0.0165021
YLL043W	0.9517503	0.8036449	0.6245639	0.7097204	0.8337584	0.9920052	0.9678857	0.9649906	1.0003858	0.9872034	1.0013177	0.9739287	0.9948306	0.9757553	0.9435361	0.8216051	0.6458567	0.5778647	0.499925	0.5373067	0.5793486
YGR075C	0.9996163	1.0024127	0.9660146	1.1191957	1.0537636	1.0745944	0.9738327	1.0153756	0.9955564	1.0057918	0.9891343	0.9932387	1.068935	1.0017086	0.9348884	0.9431188	1.0222122	1.0261926	0.9915952	0.9139627	0.9550598
YNL040W	1.0204763	0.2987478	0.1305434	0.1018699	0.1231554	0.1451422	0.1125582	0.0894263	0.1265283	0.1585656	0.0965383	0.8677551	0.9819973	0.9498745	0.9480074	0.9435645	0.9637226	0.9337476	0.9526613	0.8661573	0.968963
YFL054C	0.0280307	0.0300998	0.076183	0.1064821	0.1240601	0.1012346	0.0535684	0.0526195	0.0414718	0.0369027	0.0525842	0.0415083	0.0400779	0.0360833	0.0341257	0.0391892	0.0531475	0.067682	0.054555	0.0515091	0.0429525
YIR041W	0.9434633	0.9671738	0.9159867	0.9654183	1.0172569	1.0705974	1.0458484	0.9711015	1.0460065	1.0908778	1.019968	0.9435457	0.9735092	0.9877544	0.8012897	0.8322666	0.8079331	0.7635349	0.7931643	0.7319107	0.7193061
YLR296W	0.9166506	0.9000645	0.9217811	0.9496734	0.8530188	0.8971051	0.839194	0.8061139	0.8956139	0.8676717	0.8842355	0.8507143	0.8663149	0.7791015	0.873733	0.881134	0.9250504	0.9623601	0.9957127	0.9655709	0.8631187
YDL034W	0.5368837	0.2958214	0.3819843	0.4671751	0.4304411	0.4402758	0.4332677	0.4671977	0.4575147	0.3834594	0.3828287	0.8057527	0.7380237	0.5989052	0.5842686	0.5583769	0.5503276	0.5406923	0.6165306	0.6870841	0.6871537
YNL097C	0.6607909	0.6893925	0.7310476	0.791534	0.7458419	0.6501236	0.7072431	0.6781563	0.7157316	0.7024379	0.7107828	0.656902	0.6496323	0.6704664	0.6841903	0.7002781	0.659161	0.6440794	0.6366317	0.6751521	0.6910861
YCL074W	0.473589	0.6974374	0.7065786	0.7303892	0.7641149	0.753441	0.7785703	0.7930279	0.7738617	0.774138	0.7043069	0.6020582	0.5007888	0.5877737	0.5923098	0.6689213	0.5954622	0.4990454	0.5744138	0.5181071	0.5734511
YDL151C	0.7000996	0.7620416	0.7155646	0.6401321	0.592746	0.6424494	0.71446	0.714303	0.6712235	0.7492543	0.7080727	0.6992693	0.7519096	0.7689799	0.8824748	0.8135843	0.8048238	0.6913794	0.7590336	0.7981268	0.79417
YER034W	0.4660899	0.4378604	0.4959473	0.7370528	0.7846619	0.7888929	0.7629657	0.8445392	0.8357202	0.946858	0.7867609	0.5800906	0.553169	0.4530303	0.4937526	0.4922966	0.4398727	0.4931051	0.5298039	0.4491711	0.4851984
YDR129C	0.1962433	0.0700133	0.0479834	0.0376776	0.0645817	0.1172273	0.1324654	0.1611469	0.1072646	0.1203499	0.1225594	0.1908061	0.1179028	0.0739045	0.0586321	0.113602	0.1288105	0.1237313	0.0726856	0.0684318	0.1061637
YDL205C	0.8286281	0.8897682	0.9427272	0.862235	0.8150215	0.889782	0.9150906	0.896127	0.9188962	0.922734	1.0384017	0.843099	0.8721394	0.8699026	0.8874331	0.9314404	0.8724866	0.8637262	0.8759641	0.8345071	0.8514304
YKL069W	0.4173979	0.2608295	0.2444473	0.4240633	0.4199441	0.4312362	0.4152228	0.4215226	0.4011503	0.4713811	0.5385066	0.5125972	0.5037489	0.4586682	0.3852003	0.2586457	0.2297838	0.2430557	0.1900092	0.1805332	0.230927
YIL020C	0.5973277	0.2800264	0.323549	0.2823213	0.2886441	0.2817921	0.2623847	0.3122229	0.2922271	0.2583223	0.2961309	0.8331272	0.6051969	0.4447377	0.406334	0.4914711	0.5153735	0.4791448	0.573134	0.5745307	0.4874397
STA3	0.1858028	0.180386	0.2227991	0.2860625	0.3178668	0.3240664	0.3405314	0.2885573	0.2882604	0.2890144	0.282946	0.3162531	0.2194765	0.1822882	0.1945931	0.192558	0.2161111	0.1609843	0.1863442	0.1864981	0.2427666
YCR027C	0.0060501	0.0057356	0.0069374	0.0368142	0.069168	0.0928946	0.1209194	0.1646648	0.1110114	0.1132446	0.0937863	0.1381566	0.1673936	0.0975084	0.0182093	0.0178847	0.0090064	0.0124835	0.0081425	0.0169585	0.0069341
YDL037C	0.7849548	0.9175939	0.9887416	1.0488085	0.9564583	0.952358	1.0127309	1.0852473	0.9846711	0.9981044	1.0440827	0.8435714	0.778186	0.7479561	0.6890777	0.7552312	0.8098943	0.7913894	0.7847901	0.6894492	0.7481131
YKL090W	0.9608646	0.9034437	1.0347607	1.0042853	1.0191841	1.049171	1.0344452	0.9934491	0.9166634	1.0230392	1.0209521	1.0592259	0.9431061	0.9954068	0.9911485	0.9970769	0.9392946	1.060191	1.0533931	1.0178386	0.9934076
YPL160W	0.4463418	0.4953161	0.4191095	0.350867	0.4372728	0.3863268	0.3611995	0.3501981	0.4206456	0.4045753	0.3795953	0.487891	0.5824763	0.5286303	0.5838339	0.6032932	0.6557603	0.5931371	0.6021571	0.5550527	0.57672
YIL129C	0.850525	0.7415327	0.7573633	0.7480897	0.694488	0.8033428	0.7343275	0.6747244	0.6655667	0.6789014	0.7744756	0.8628715	0.846485	0.8802108	0.8537122	0.6991654	0.7660764	0.7443305	0.6888615	0.7968706	0.7574998
YOL023W	0.3483664	0.3924995	0.4186145	0.386512	0.3814892	0.3954773	0.3631027	0.3925502	0.3839805	0.4056108	0.4365656	0.3751227	0.4183908	0.3198033	0.2683472	0.2613867	0.3138438	0.3217385	0.3086154	0.3554199	0.3266273
YAR019C	0.9679525	1.0505759	1.0554961	1.0596518	0.9692235	0.9906776	1.0051264	0.9317976	0.8845482	0.9099562	0.9555364	1.0001078	0.9280932	1.0318072	1.0063445	1.0801916	0.9914529	0.861984	0.9936995	0.9896302	0.9905945
YDL214C	0.0549243	0.7796691	0.8775102	0.9093999	0.9825243	0.9015046	0.9726572	1.0104631	0.8686218	0.9350512	0.941288	0.2241825	0.0973591	0.0755458	0.0434151	0.0656678	0.0374227	0.0668656	0.0840203	0.0615416	0.0522583
YDL242W	0.6054024	0.069911	0.0333527	0.0343165	0.0425535	0.0233991	0.0351898	0.0349827	0.0208933	0.0299811	0.033839	0.6611574	0.7146102	0.6875488	0.6640834	0.5719425	0.5875479	0.5601656	0.6349744	0.6037971	0.6448021
YAR008W	0.0375572	0.0492756	0.041926	0.0462327	0.0467512	0.0424588	0.0465022	0.0523684	0.0454003	0.0483951	0.0523922	0.0337574	0.0485482	0.0396454	0.0395196	0.0496429	0.0593295	0.0594049	0.0429643	0.0373732	0.0385549
YPL161C	0.2128432	0.2626175	0.2643175	0.1840041	0.130189	0.0786759	0.1192441	0.1274954	0.117619	0.102417	0.1096109	0.1057964	0.0904424	0.1649348	0.2390496	0.2438716	0.2749434	0.3352833	0.379908	0.3352965	0.3098638
YMR239C	0.4373974	0.6721172	0.4868847	0.5425195	0.5025324	0.4979448	0.4556998	0.5573834	0.5803491	0.5205081	0.4979483	0.500145	0.431813	0.3865662	0.4529332	0.5808533	0.5514398	0.5361832	0.5482036	0.5743553	0.4987387
YOL147C	0.4781771	0.1785264	0.116532	0.0747783	0.0482151	0.0323166	0.0409592	0.0351878	0.0509636	0.0503585	0.050856	0.3590222	0.5754812	0.5748776	0.4262987	0.513212	0.5561955	0.5339097	0.473934	0.5251095	0.51834
YKL091C	0.0610795	0.0875253	0.0646388	0.0406435	0.0206686	0.0171326	0.0040318	0.018646	0.0195567	0.0141108	0.0227409	0.0165893	0.0128421	0.0282602	0.0366431	0.0680699	0.0676168	0.0446504	0.0341824	0.0512136	0.0376035
YML071C	1.0169375	0.9601823	0.942165	0.9727877	1.0060194	1.1031833	0.9930794	1.0420188	1.0134357	0.9613488	1.0180593	1.010428	0.9794032	1.091604	1.0435877	0.9610626	1.0048922	1.0083195	1.0317129	1.0172042	1.0566814
YIL128W	0.9247966	0.8855948	0.9138681	0.8650256	0.8627497	0.9240034	0.8873854	0.8110529	0.937568	0.8532673	0.8848094	0.8952214	0.9049821	0.9466018	0.9287038	0.8727154	0.9610443	0.8768037	0.8536924	0.822653	0.8784962
YHR086WA	0.4257597	0.3978172	0.3810223	0.4032471	0.4382376	0.4108423	0.3656621	0.3342431	0.3774721	0.4987171	0.4113523	0.4214712	0.4173237	0.4616547	0.4908956	0.3776721	0.3836975	0.4639065	0.3873614	0.4073445	0.423825
YGL134W	0.2299714	0.0914461	0.0321238	0.0031795	0.0008388	4.73e-05	0.0004717	0.0003827	0.0002699	2.86e-05	2.8e-05	0.1534223	0.1842428	0.2469815	0.2553452	0.2518086	0.2439338	0.2236408	0.1890565	0.1785668	0.1882461
YDR007W	0.2871229	0.0924289	0.026317	0.0145832	0.0176967	0.0237111	0.0375891	0.0199636	0.0106391	0.0123503	0.0171739	0.3528677	0.5857872	0.5992016	0.4905616	0.387872	0.3907469	0.4212468	0.3449664	0.3645771	0.3570593
YOL078W	0.1173209	0.1203082	0.1926655	0.1167897	0.119624	0.1121192	0.1300869	0.1128027	0.10549	0.1198996	0.1373645	0.1461343	0.1096207	0.1186546	0.1128441	0.1185722	0.1464229	0.1240185	0.1148008	0.1138568	0.1219258
YIR040C	0.062663	0.118169	0.1236685	0.1036457	0.0901555	0.1292318	0.1303856	0.1150835	0.1152784	0.1339454	0.1368107	0.0835518	0.0574654	0.0546285	0.0514657	0.0430657	0.0594661	0.0620766	0.0694865	0.0632463	0.060198
YOR019W	0.8892423	0.8554661	0.9262341	0.833755	0.739005	0.6821277	0.7413529	0.7274067	0.7478053	0.7355119	0.6847966	0.7338007	0.6920724	0.7248488	0.7971686	0.7400577	0.8074174	0.9109144	0.8696342	0.8456483	0.8461484
YML111W	0.6174352	0.571201	0.595737	0.6253867	0.5884079	0.6267602	0.6159336	0.6111037	0.5902222	0.5899668	0.6510055	0.6035603	0.6041755	0.6051074	0.733347	0.6897545	0.658132	0.5849867	0.6689518	0.6393788	0.7253207
YDR098C	0.0343713	0.0411299	0.0311116	0.033104	0.0814991	0.0924101	0.1522682	0.3017628	0.2103955	0.2659703	0.2795373	0.2235198	0.1443819	0.0843527	0.0510235	0.0308617	0.0132945	0.0249772	0.0171832	0.0275185	0.0272004
YFL064C	0.8369976	0.9863086	0.9248878	0.6967664	0.5283736	0.385864	0.5073197	0.6529722	0.7619337	0.7612177	0.4383548	0.6014975	0.7694264	0.7411215	0.7046249	0.5762364	0.7762341	0.7031343	0.6615526	0.4560229	0.5137077
YPL058C	0.7793623	0.7704855	0.7879763	0.8349142	0.8054692	0.8310281	0.8482527	0.8182607	0.8088871	0.8138041	0.8574109	0.8065353	0.7917687	0.7598364	0.8059586	0.7326244	0.9030731	0.8058335	0.8691951	0.8761541	0.8344507
YGR120C	0.5260513	0.6637812	0.763335	0.6822913	0.553375	0.4877524	0.4412363	0.4262804	0.4627799	0.4012621	0.4068917	0.4831822	0.3690077	0.3380402	0.3574643	0.4000117	0.461635	0.4612646	0.5139337	0.5438875	0.4753434
YOR269W	0.3355311	0.3393074	0.3486265	0.3302446	0.359775	0.3254527	0.3288837	0.366705	0.3409166	0.3253686	0.3583325	0.4192751	0.3770115	0.3620462	0.3610786	0.3223647	0.3416206	0.3611078	0.3678927	0.3401877	0.3104874
YKR076W	0.0669663	0.0585271	0.114015	0.151552	0.1603798	0.1756024	0.1978613	0.185517	0.182525	0.1975763	0.2005144	0.1232458	0.0659292	0.079537	0.0791642	0.0719541	0.0690251	0.0666027	0.0576106	0.0595741	0.0432347
YIL019W	0.4913347	0.5888088	0.7904318	0.877586	0.873852	0.9570186	1.0444836	0.9373901	0.8496345	0.8974237	0.9556036	0.9440292	0.6339437	0.4938102	0.4475545	0.4881729	0.4556418	0.4093624	0.4437172	0.4090654	0.3926062
YDL036C	0.5982795	0.5705096	0.3432298	0.3324583	0.3102408	0.3047286	0.3550768	0.3268855	0.3136243	0.3132297	0.326514	0.3658064	0.4628074	0.5818727	0.6612005	0.5935608	0.5624388	0.5876823	0.595976	0.5490347	0.5564577
YOL161C	0.530946	0.4609452	0.1829996	0.0632011	0.0223824	0.0246024	0.0102739	0.0045126	0.0161255	0.0216052	0.0227095	0.0390036	0.10957	0.3294646	0.4664259	0.5043872	0.4851733	0.5589734	0.4583638	0.4960298	0.5284383
YLR295C	0.9637178	0.3328436	0.1431377	0.11057	0.0967204	0.0873913	0.0993682	0.0892161	0.1115704	0.1093716	0.0819631	0.856874	1.0102401	1.0527959	0.9273703	1.0104606	0.8951161	0.9521903	1.0246409	1.1310517	1.1119315
YNL041C	1.0149493	1.0109505	1.0918094	1.0263157	1.0167287	1.085844	0.9387224	0.9090743	0.9703679	0.9010756	1.0026065	0.9758598	0.9813491	0.9152802	0.9481972	0.8780858	1.0081261	0.9522891	1.0173707	1.0038682	1.0565746
YCR073C	0.3180486	0.3365886	0.3263715	0.3086204	0.4100416	0.4084578	0.3719096	0.3700786	0.4110647	0.413148	0.3116796	0.2480875	0.1761186	0.2050552	0.2750274	0.2993066	0.3414049	0.2934308	0.2101759	0.2128374	0.2850067
YCR028C	0.9076847	1.0454462	1.0586341	1.0087853	1.0212506	0.9554839	1.0511343	1.0069271	0.9798566	1.0032745	1.0747591	0.9368096	0.9521259	0.9745732	0.8471803	0.8785841	0.9658976	0.9042677	0.8587853	0.9341794	0.9480045
YCR073WA	0.0564741	0.0489228	0.0548377	0.0714112	0.086988	0.0902191	0.1131089	0.0889241	0.0845017	0.0726605	0.0800517	0.0735561	0.056897	0.0633859	0.0749907	0.0879493	0.0584618	0.0513678	0.0611008	0.0637022	0.0615972
YHR087W	0.576133	0.2647582	0.2224218	0.2196078	0.2234341	0.1864361	0.1908266	0.1851208	0.1658682	0.1654894	0.1858497	0.40256	0.5436021	0.5232828	0.531044	0.5271231	0.5432395	0.5443267	0.4989231	0.5158666	0.5691894
YDR300C	0.5881616	0.4012506	0.138778	0.0965078	0.0694266	0.0976837	0.0694765	0.0846415	0.0831002	0.0823283	0.0643779	0.0793603	0.4985925	0.624137	0.6381668	0.7014061	0.7368195	0.628521	0.5285993	0.5664721	0.5741728
YOR268C	0.1745205	0.144067	0.1086567	0.1067497	0.1432076	0.1136889	0.117116	0.1216054	0.1179884	0.1061298	0.1327184	0.1258926	0.1258709	0.1000891	0.1220993	0.1607048	0.1359255	0.14473	0.1094198	0.127024	0.1448633
YJL012C	0.3110198	0.3044777	0.3847985	0.4054322	0.4900566	0.4547669	0.4894113	0.4597916	0.4594807	0.4387413	0.5014436	0.4840043	0.5339685	0.5087863	0.4732548	0.3593499	0.4203428	0.381979	0.3589683	0.3742757	0.4215614
